big_title,sub_title,min_price,max_price,company,origin,car_type,img_src,engine,charger,emission,fuel,fuel_efficiency,occupancy,drive_type,gearshift
2020 마힌드라 타르,2.0 가솔린,1587915.0,1862259.0,마힌드라,수입,소형,https://imgauto-phinf.pstatic.net/20201020_179/auto_1603169940564UzOME_PNG/20201020135803_c96dWIRa.png?type=f152_110,I4,싱글터보,"1,997cc",가솔린, ,4,파트타임4륜구동,"자동6단,수동6단"
2020 마힌드라 타르,2.2 디젤,2468052.3,2894478.3,마힌드라,수입,소형,https://imgauto-phinf.pstatic.net/20201020_179/auto_1603169940564UzOME_PNG/20201020135803_c96dWIRa.png?type=f152_110,I4,싱글터보,"2,184cc",디젤, ,4,파트타임4륜구동,"자동6단,수동6단"
2020 르노 퀴드,0.8 SCe,6157830.0,6157830.0,르노,수입,소형,https://imgauto-phinf.pstatic.net/20191025_52/auto_1571966914182Yu6AV_PNG/20191025102741_maVp34bG.png?type=f152_110,I3,자연흡기,799cc,가솔린,,5,전륜구동,수동5단
2020 르노 퀴드,1.0 SCe,6456030.0,6456030.0,르노,수입,소형,https://imgauto-phinf.pstatic.net/20191025_52/auto_1571966914182Yu6AV_PNG/20191025102741_maVp34bG.png?type=f152_110,I3,자연흡기,999cc,가솔린,,5,전륜구동,자동5단
2020 타타 티아고,1.2 가솔린,6858600.0,8498700.0,타타,수입,소형,https://imgauto-phinf.pstatic.net/20200414_266/auto_1586849380774xjYBO_PNG/20200414162932_auQuXoXT.png?type=f152_110,I3,자연흡기,"1,199cc",가솔린,,5,전륜구동,수동5단
2018 아브토바즈 라다 그란타,1.6 가솔린,7096252.0,7096252.0,아브토바즈,수입,소형,https://imgauto-phinf.pstatic.net/20191021_175/auto_1571644508915onUEu_PNG/20191021165415_oH8dtIxh.png?type=f152_110,I4,자연흡기,"1,596cc",가솔린,수동6.8ℓ/100km ,5,전륜구동,수동5단
2020 스즈키 이그니스,1.2 가솔린,7290990.0,7290990.0,스즈키,수입,소형,https://imgauto-phinf.pstatic.net/20200304_239/auto_1583296742043mVQf3_PNG/20200304133848_0LuszRoj.png?type=f152_110,I4,자연흡기,"1,242cc",가솔린,,5,전륜구동,자동(CVT)
2020 르노 트라이버,1.0 SCe,7380450.0,7380450.0,르노,수입,소형,https://imgauto-phinf.pstatic.net/20191025_300/auto_1571968008152XR4D1_PNG/20191025104543_KkkP7oHu.png?type=f152_110,I3,싱글터보,999cc,가솔린,,5,전륜구동,자동5단
2020 닛산 마그나이트,1.0 가솔린,7902300.0,7902300.0,닛산,수입,소형,https://imgauto-phinf.pstatic.net/20201022_129/auto_1603332730901EUhdL_PNG/20201022111207_FJtCgBjN.png?type=f152_110,I3,자연흡기,998cc,가솔린,,5,전륜구동,자동(CVT)
2020 시트로엥 에이미,EV,8082360.0,8082360.0,시트로엥,수입,경형,https://imgauto-phinf.pstatic.net/20200228_152/auto_1582865450320LqWiq_PNG/20200228135045_J5wuwbBr.png?type=f152_110,,,,전기,,2,,자동
2020 타타 알트로즈,1.2 가솔린,8185590.0,8185590.0,타타,수입,소형,https://imgauto-phinf.pstatic.net/20200103_254/auto_1578024244339zwscV_PNG/20200103130355_LbeCFJiZ.png?type=f152_110,I3,,"1,199cc",가솔린,,5,전륜구동,수동5단
2020 타타 티고르,1.2 가솔린,8573250.0,9095100.0,타타,수입,소형,https://imgauto-phinf.pstatic.net/20200414_279/auto_1586849029409HJ9Vs_PNG/20200414162339_Dbz2khon.png?type=f152_110,I3,자연흡기,"1,199cc",가솔린,,5,전륜구동,수동5단
2021 쉐보레 스파크,승용밴 M/T,9770000.0,10200000.0,쉐보레,국산,경형,https://imgauto-phinf.pstatic.net/20200608_23/auto_1591579923393pxMRu_PNG/20200608103201_y2mghjFD.png?type=f152_110,l3,자연흡기,999cc,가솔린,수동15.0km/ℓ (경형),2,전륜구동,수동5단
2021 쉐보레 스파크,1.0 가솔린 M/T,9820000.0,12740000.0,쉐보레,국산,경형,https://imgauto-phinf.pstatic.net/20200608_33/auto_1591579869330cnetq_PNG/20200608103108_z5BMKnoj.png?type=f152_110,l3,자연흡기,999cc,가솔린,수동15.0km/ℓ (경형),5,전륜구동,수동5단
2018 토요타 아이고,1.0 가솔린,10073129.0,10073129.0,토요타,수입,경형,https://imgauto-phinf.pstatic.net/20200129_216/auto_1580271882607bgWFW_PNG/20200129132409_eSmL69UK.png?type=f152_110,I3,자연흡기,998cc,가솔린,수동5.2ℓ/100km ,5,전륜구동,수동5단
2019 아브토바즈 라다 4x4,1.7 가솔린,10286771.6,10286771.6,아브토바즈,수입,소형,https://imgauto-phinf.pstatic.net/20191021_217/auto_1571645353714QTzSo_PNG/20191021170819_rqiq79mR.png?type=f152_110,I4,자연흡기,"1,690cc",가솔린,수동9.9ℓ/100km ,4,풀타임4륜구동,수동5단
2020 타타 넥슨,1.2 가솔린,10362450.0,10362450.0,타타,수입,소형,https://imgauto-phinf.pstatic.net/20200414_212/auto_15868481637351Voap_PNG/20200414160909_ackIqK6L.png?type=f152_110,I3,자연흡기,"1,199cc",가솔린,,5,전륜구동,수동6단
2020 르노 K-ZE,EV,10741456.44,10741456.44,르노,수입,소형,https://imgauto-phinf.pstatic.net/20191031_248/auto_1572482200554LXM3d_PNG/20191031093636_38h0uI55.png?type=f152_110,,,,전기,,5,,자동
2020 혼다 피트,1.3 가솔린,11182500.0,11182500.0,혼다,수입,소형,https://imgauto-phinf.pstatic.net/20201107_161/auto_1604734258873rqzt9_PNG/20201107163040_EKAZe1Kc.png?type=f152_110,I4,자연흡기,"1,299cc",가솔린,CVT4.5ℓ/100km ,5,전륜구동,자동(CVT)
2021 쉐보레 스파크,승용밴,11510000.0,11940000.0,쉐보레,국산,경형,https://imgauto-phinf.pstatic.net/20200608_231/auto_1591579937897pbKy6_PNG/20200608103216_5UaQwkGP.png?type=f152_110,l3,자연흡기,999cc,가솔린,CVT15.0km/ℓ (경형),2,전륜구동,자동(CVT)
2021 쉐보레 스파크,1.0 가솔린,11560000.0,14930000.0,쉐보레,국산,경형,https://imgauto-phinf.pstatic.net/20200608_42/auto_1591579895921QjV1P_PNG/20200608103134_k7FWNv4S.png?type=f152_110,l3,자연흡기,999cc,가솔린,CVT14.4km/ℓ (경형),5,전륜구동,자동(CVT)
2021 모닝,1.0 가솔린,11750000.0,14800000.0,기아,국산,경형,https://imgauto-phinf.pstatic.net/20200512_71/auto_1589242946898wiumt_PNG/20200512092139_wPFM66im.png?type=f152_110,I3,자연흡기,998cc,가솔린,자동15.7km/ℓ (경형),5,전륜구동,자동4단
2021 모닝,1.0 가솔린 밴,11800000.0,12350000.0,기아,국산,경형,https://imgauto-phinf.pstatic.net/20200512_71/auto_1589242946898wiumt_PNG/20200512092139_wPFM66im.png?type=f152_110,I3,자연흡기,998cc,가솔린,자동15.7km/ℓ (경형),2,전륜구동,자동4단
2018 토요타 파쏘,1.0 가솔린,11904570.0,16767000.0,토요타,수입,소형,https://imgauto-phinf.pstatic.net/20180227_99/auto_1519705261496j7Sfz_PNG/20180227132020_DYUSfPs1.png?type=f152_110,l3,자연흡기,996cc,가솔린,CVT24.4~28.0km/ℓ ,5,"풀타임4륜구동,전륜구동",자동(CVT)
2018 아브토바즈 라다 엑스레이,1.8 가솔린,11916115.76,11916115.76,아브토바즈,수입,소형,https://imgauto-phinf.pstatic.net/20191021_74/auto_1571643536088dr9Yp_PNG/20191021163807_dFN2RsrS.png?type=f152_110,I4,자연흡기,"1,774cc",가솔린,수동7.5ℓ/100km ,5,전륜구동,수동5단
2019 마힌드라 XUV300,1.2 가솔린,12077100.0,12077100.0,마힌드라,수입,소형,https://imgauto-phinf.pstatic.net/20191108_133/auto_1573202617903Dp30C_PNG/20191108174308_1axpz1eE.png?type=f152_110,I3,자연흡기,"1,197cc",가솔린,,5,전륜구동,수동6단
2020 다치아 산데로,1.0 TCe,12409039.5,12409039.5,다치아,수입,소형,https://imgauto-phinf.pstatic.net/20201005_51/auto_1601874558332bGYUq_PNG/20201005140916_ohQ8OD1H.png?type=f152_110,I3,자연흡기,999cc,가솔린,,5,전륜구동,수동6단
2019 동풍소콘 C31,1.5 가솔린,12500000.0,12500000.0,동풍소콘,수입,소형,https://imgauto-phinf.pstatic.net/20191004_93/auto_1570163523611K89xp_PNG/20191004133135_9BaxtjNf.png?type=f152_110,DVVT,자연흡기,"1,491cc",가솔린,수동10.0km/ℓ (4등급),2,후륜구동,수동5단
2020 타타 넥슨,1.5 디젤,12598950.0,12598950.0,타타,수입,소형,https://imgauto-phinf.pstatic.net/20200414_212/auto_15868481637351Voap_PNG/20200414160909_ackIqK6L.png?type=f152_110,I4,싱글터보,"1,497cc",디젤,,5,전륜구동,수동6단
2020 레이,1.0 가솔린 밴,12600000.0,13450000.0,기아,국산,경형,https://imgauto-phinf.pstatic.net/20200210_154/auto_1581300175211pjl0h_PNG/20200210110254_XyjDnU6M.png?type=f152_110,l3,자연흡기,998cc,가솔린,자동13.0km/ℓ (경형),2,전륜구동,자동4단
2020 타타 알트로즈,1.5 디젤,12658590.0,12658590.0,타타,수입,소형,https://imgauto-phinf.pstatic.net/20200103_254/auto_1578024244339zwscV_PNG/20200103130355_LbeCFJiZ.png?type=f152_110,I4,,"1,497cc",디젤,,5,전륜구동,수동5단
2018 다이하쓰 미라 e:S,0.6 가솔린,12921975.0,12921975.0,다이하쓰,수입,경형,https://imgauto-phinf.pstatic.net/20200227_219/auto_1582774298625Eqist_PNG/20200227123117_62KDY3Hb.png?type=f152_110,I3,자연흡기,658cc,가솔린,CVT25.0km/ℓ ,5,전륜구동,자동(CVT)
2020 르노 트위지,EV,13300000.0,14300000.0,르노,수입,경형,https://imgauto-phinf.pstatic.net/20191204_162/auto_15754523407597pTKe_PNG/20191204183859_JPlnDm1f.png?type=f152_110,,,,전기,CVT7.9km/kWh ,2,,자동(CVT)
2019 미쓰비시 eK 왜건,0.6 가솔린,13413600.0,15593310.0,미쓰비시,수입,경형,https://imgauto-phinf.pstatic.net/20190424_233/auto_1556092559936i4pML_PNG/20190424165558_J3YjkmCF.png?type=f152_110,I3,자연흡기,659cc,가솔린,CVT18.2~21.2km/ℓ ,4,"전륜구동,풀타임4륜구동",자동(CVT)
2020 혼다 N WGN,0.7 가솔린,13434300.0,14117400.0,혼다,수입,경형,https://imgauto-phinf.pstatic.net/20210106_88/auto_1609898689770wQuWY_PNG/20210106110429_YoXi8IZK.png?type=f152_110,I3,자연흡기,658cc,가솔린,CVT23.2km/ℓ (1등급),4,전륜구동,자동(CVT)
2020 동풍소콘 C32,1.5 가솔린,13500000.0,13500000.0,동풍소콘,수입,소형,https://imgauto-phinf.pstatic.net/20191004_191/auto_1570163725141cHPGd_PNG/20191004133510_hcG5nmfO.png?type=f152_110,DVVT,자연흡기,"1,493cc",가솔린,수동10.0km/ℓ (4등급),5,후륜구동,수동5단
2020 레이,1.0 가솔린,13500000.0,15700000.0,기아,국산,경형,https://imgauto-phinf.pstatic.net/20200210_59/auto_1581300155760TjQAk_PNG/20200210110234_hjs7I04r.png?type=f152_110,l3,자연흡기,998cc,가솔린,자동12.7~13.0km/ℓ (경형),5,전륜구동,자동4단
2018 다이하쓰 미라 토콧토,0.6 가솔린,13662000.0,13662000.0,다이하쓰,수입,경형,https://imgauto-phinf.pstatic.net/20200227_43/auto_1582774698293lh5Nq_PNG/20200227123803_Zsn1BMg1.png?type=f152_110,I3,자연흡기,658cc,가솔린,CVT29.8km/ℓ ,5,전륜구동,자동(CVT)
2018 스즈키 알토라팡 ,0.7 가솔린,13804830.0,14833206.0,스즈키,수입,경형,https://imgauto-phinf.pstatic.net/20180226_118/auto_1519630386489CCwlu_PNG/20180226163303_Vf8jKbZe.png?type=f152_110,l3,자연흡기,658cc,가솔린,,4,"풀타임4륜구동,전륜구동",자동(CVT)
2018 스즈키 스페이시아,0.7 하이브리드,13804830.0,16454016.0,스즈키,수입,경형,https://imgauto-phinf.pstatic.net/20180226_193/auto_1519622730361fGUit_PNG/20180226142517_R5NYQP2u.png?type=f152_110,l3,자연흡기,658cc,"전기 , 가솔린",,4,"전륜구동,풀타임4륜구동",자동(CVT)
2019 미쓰비시 ek 스페이스,0.6 가솔린,13889700.0,13889700.0,미쓰비시,수입,경형,https://imgauto-phinf.pstatic.net/20200113_6/auto_1578886688927TcygJ_PNG/20200113123752_Z9mxtzwf.png?type=f152_110,I3,,659cc,가솔린,CVT22.0km/ℓ ,5,전륜구동,자동(CVT)
2018 아브토바즈 라다 엑스레이,1.6 가솔린,14142215.6,14142215.6,아브토바즈,수입,소형,https://imgauto-phinf.pstatic.net/20191021_74/auto_1571643536088dr9Yp_PNG/20191021163807_dFN2RsrS.png?type=f152_110,I4,자연흡기,"1,598cc",가솔린,자동7.1ℓ/100km ,5,전륜구동,자동6단
2018 다이하쓰 미라 e:S,0.6 가솔린 4WD,14208480.0,14208480.0,다이하쓰,수입,경형,https://imgauto-phinf.pstatic.net/20200227_219/auto_1582774298625Eqist_PNG/20200227123117_62KDY3Hb.png?type=f152_110,I3,자연흡기,658cc,가솔린,CVT23.2km/ℓ ,5,풀타임4륜구동,자동(CVT)
2020 미쓰비시 ek 스페이스,0.6 가솔린,14481720.0,16929495.0,미쓰비시,수입,경형,https://imgauto-phinf.pstatic.net/20200207_179/auto_1581038165542pe9xv_PNG/20200207101552_LA1Ut2hh.png?type=f152_110,I3,자연흡기,659cc,가솔린,CVT18.8~20.8km/ℓ (경형),4,전륜구동,자동(CVT)
2020 스코다 라피드,1.6 MPI,14583636.0,14583636.0,스코다,수입,소형,https://imgauto-phinf.pstatic.net/20191212_151/auto_1576124156703dMBTY_PNG/20191212131452_E8qQVXoe.png?type=f152_110,I4,자연흡기,"1,598cc",가솔린,,5,전륜구동,자동6단
2019 미쓰비시 eK 크로스,0.6 HEV,14643180.0,18276030.0,미쓰비시,수입,경형,https://imgauto-phinf.pstatic.net/20190424_53/auto_1556090898780i7YJ9_PNG/20190424162817_OiH4lnOl.png?type=f152_110,I3,"자연흡기,싱글터보",659cc,"전기 , 가솔린",CVT16.8~21.2km/ℓ ,4,"풀타임4륜구동,전륜구동",자동(CVT)
2020 i10,1.0 가솔린,14744950.0,14744950.0,현대,수입,경형,https://imgauto-phinf.pstatic.net/20191231_102/auto_1577752820890UMiHU_PNG/20191231094019_lG1rcRW5.png?type=f152_110,I3,자연흡기,999cc,가솔린,"자동5.3ℓ/100km 
수동5.1ℓ/100km ",5,전륜구동,"자동5단,수동5단"
2020 쉐보레 트래커,1.0 가솔린,14751264.0,14751264.0,쉐보레,수입,소형,https://imgauto-phinf.pstatic.net/20191025_289/auto_1571969684884N4xKD_PNG/20191025111342_DMYaSG2L.png?type=f152_110,I3,싱글터보,999cc,가솔린,"자동7.4ℓ/100km 
수동7.3ℓ/100km ",5,전륜구동,"자동6단,수동6단"
2020 혼다 N Box,0.7 가솔린,14789115.0,16143930.0,혼다,수입,경형,https://imgauto-phinf.pstatic.net/20210106_250/auto_1609898117535ucr2q_PNG/20210106105447_omwQNYp3.png?type=f152_110,I3,자연흡기,658cc,가솔린,CVT21.2km/ℓ (1등급),4,전륜구동,자동(CVT)
2018 토요타 파쏘 모다,1.0 가솔린,14810850.0,18946710.0,토요타,수입,소형,https://imgauto-phinf.pstatic.net/20180227_95/auto_1519705828242ufW0o_PNG/20180227133008_RS02RvQ5.png?type=f152_110,l3,자연흡기,996cc,가솔린,CVT24.4~28.0km/ℓ ,5,"풀타임4륜구동,전륜구동",자동(CVT)
2020 혼다 N WGN,0.7 가솔린 4WD,14811885.0,15494985.0,혼다,수입,경형,https://imgauto-phinf.pstatic.net/20210106_88/auto_1609898689770wQuWY_PNG/20210106110429_YoXi8IZK.png?type=f152_110,I3,자연흡기,658cc,가솔린,CVT21.2km/ℓ (1등급),4,파트타임4륜구동,자동(CVT)
2019 마힌드라 XUV300,1.5 디젤,14895090.0,14895090.0,마힌드라,수입,소형,https://imgauto-phinf.pstatic.net/20191108_133/auto_1573202617903Dp30C_PNG/20191108174308_1axpz1eE.png?type=f152_110,I4,싱글터보,"1,497cc",가솔린,,5,전륜구동,자동6단
2019 동풍소콘 C35,1.5 가솔린,14900000.0,15600000.0,동풍소콘,수입,소형,https://imgauto-phinf.pstatic.net/20191004_48/auto_1570164069193Q0LBM_PNG/20191004134035_I3piY9CC.png?type=f152_110,DVVT,자연흡기,"1,493cc",가솔린,수동9.7km/ℓ (4등급),5,후륜구동,수동5단
2019 르노 아르카나,1.6 가솔린,14910000.0,14910000.0,르노,수입,소형,https://imgauto-phinf.pstatic.net/20191220_238/auto_15768133149173swzh_PNG/20191220124152_4ylh9vtE.png?type=f152_110,I4,자연흡기,"1,598cc",가솔린,,5,전륜구동,자동(CVT)
2020 마쯔다2 세단,1.5 가솔린,14991530.8,14991530.8,마쯔다,수입,소형,https://imgauto-phinf.pstatic.net/20191115_49/auto_1573780658530UbqlJ_PNG/20191115101723_r8CshSOZ.png?type=f152_110,I4,자연흡기,"1,496cc",가솔린, ,5,전륜구동,"자동6단,수동6단"
2018 다이하쓰 미라 토콧토,0.6 가솔린 4WD,15028200.0,15028200.0,다이하쓰,수입,경형,https://imgauto-phinf.pstatic.net/20200227_43/auto_1582774698293lh5Nq_PNG/20200227123803_Zsn1BMg1.png?type=f152_110,I3,자연흡기,658cc,가솔린,CVT27.0km/ℓ ,5,풀타임4륜구동,자동(CVT)
2021 피아트 스트라다,1.4 가솔린,15039584.16,15039584.16,피아트,수입,소형,https://imgauto-phinf.pstatic.net/20200409_160/auto_1586405553803bHwGp_PNG/20200409131232_sNwWLQ2S.png?type=f152_110,I4,싱글터보,"1,398cc",가솔린,,5,파트타임4륜구동,수동5단
2020 혼다 N-One,0.7 가솔린,15048900.0,18420930.0,혼다,수입,경형,https://imgauto-phinf.pstatic.net/20201123_70/auto_1606111352544Hl7kj_PNG/20201123150225_DGAC0Q8r.png?type=f152_110,l3,자연흡기,658cc,가솔린,CVT28.4km/ℓ ,4,전륜구동,자동(CVT)
2019 스즈키 짐니,0.6 가솔린,15090300.0,19058490.0,스즈키,수입,경형,https://imgauto-phinf.pstatic.net/20190702_51/auto_1562048120816dukCt_PNG/20190702151518_7h5bjUS4.png?type=f152_110,l3,자연흡기,658cc,가솔린,"자동13.2km/ℓ 
수동16.2km/ℓ ",4,파트타임4륜구동,"자동4단,수동5단"
2018 토요타 탱크,1.0 가솔린,15146190.0,20343960.0,토요타,수입,소형,https://imgauto-phinf.pstatic.net/20180227_127/auto_1519709644024tWArO_PNG/20180227143346_IF5ZUKg2.png?type=f152_110,l3,싱글터보,996cc,가솔린,CVT21.8~24.6km/ℓ ,5,전륜구동,자동(CVT)
2020 봉고3,1톤 킹캡 초장축...,15290000.0,16620000.0,기아,국산,중형,https://imgauto-phinf.pstatic.net/20190906_284/auto_1567735745876iIbo0_PNG/20190906110904_7THdgBGv.png?type=f152_110,l4,자연흡기,"2,359cc",LPG,"수동6.5km/ℓ (5등급)
 ",2,후륜구동,수동5단
2018 다치아 더스터,SCe 115 4x2,15513239.5,22342479.5,다치아,수입,소형,https://imgauto-phinf.pstatic.net/20180920_295/auto_1537434911030Jivb7_PNG/20180920181505_kEiSNVyX.png?type=f152_110,I4,자연흡기,"1,598cc",가솔린,수동43.5mpg ,5,전륜구동,수동5단
2021 캠시스 CEVO-C SE,EV,15700000.0,15700000.0,캠시스,국산,경형,https://imgauto-phinf.pstatic.net/20210319_205/auto_1616115863820dAgnR_PNG/20210319100411_ASkz2QU7.png?type=f152_110,,,,전기,자동6.3km/kWh ,2,후륜구동,자동1단
2020 아반떼,1.6 가솔린,15700000.0,24530000.0,현대,국산,준중형,https://imgauto-phinf.pstatic.net/20200407_83/auto_1586224660124AeA76_PNG/20200407105739_PTJdAJWW.png?type=f152_110,I4,자연흡기,"1,598cc",가솔린,"수동14.4km/ℓ (2등급)
CVT14.9~15.4km/ℓ (2등급)",5,전륜구동,"수동6단,자동(CVT)"
2020 미쓰비시 ek 스페이스,0.6 가솔린 4WD,15847920.0,18295695.0,미쓰비시,수입,경형,https://imgauto-phinf.pstatic.net/20200207_296/auto_1581038098200Twr6i_PNG/20200207101445_5NBXxeqv.png?type=f152_110,I3,자연흡기,659cc,가솔린,CVT16.4~18.2km/ℓ (경형),4,파트타임4륜구동,자동(CVT)
2020 크레타,1.5 가솔린,15864240.0,15864240.0,현대,수입,소형,https://imgauto-phinf.pstatic.net/20191031_10/auto_1572497889607AnY4S_PNG/20191031135759_NgzBKebb.png?type=f152_110,I4,자연흡기,"1,498cc",가솔린, ,5,전륜구동,"수동6단,자동(DCT)7단"
2020 혼다 N WGN 커스텀,0.7 가솔린,15939000.0,16735950.0,혼다,수입,경형,https://imgauto-phinf.pstatic.net/20210106_154/auto_1609899203843iAKxN_PNG/20210106111302_ExmwYGvZ.png?type=f152_110,I3,자연흡기,658cc,가솔린,CVT23.2km/ℓ (1등급),4,전륜구동,자동(CVT)
2020 혼다 N Box,0.7 가솔린 4WD,16166700.0,17521515.0,혼다,수입,경형,https://imgauto-phinf.pstatic.net/20210106_250/auto_1609898117535ucr2q_PNG/20210106105447_omwQNYp3.png?type=f152_110,I3,자연흡기,658cc,가솔린,CVT19.8km/ℓ (1등급),4,파트타임4륜구동,자동(CVT)
2020 혼다 N-One,0.7 가솔린 4WD,16301250.0,17998650.0,혼다,수입,경형,https://imgauto-phinf.pstatic.net/20201123_70/auto_1606111352544Hl7kj_PNG/20201123150225_DGAC0Q8r.png?type=f152_110,l3,자연흡기,658cc,가솔린,CVT28.0km/ℓ ,4,풀타임4륜구동,자동(CVT)
2018 스즈키 스페이시아 커스텀,0.7 하이브리드,16319880.0,16319880.0,스즈키,수입,경형,https://imgauto-phinf.pstatic.net/20180226_46/auto_1519623520891gCDvN_PNG/20180226143830_t6lNJ8jM.png?type=f152_110,l3,자연흡기,658cc,"전기 , 가솔린",,4,전륜구동,자동(CVT)
2020 닛산 베르사,1.6 가솔린,16461069.6,20584718.4,닛산,수입,준중형,https://imgauto-phinf.pstatic.net/20190807_104/auto_1565143424494lV9Ho_PNG/20190807110323_VTbGlu5e.png?type=f152_110,I4,자연흡기,"1,600cc",가솔린,"수동30.0mpg 
CVT35.0mpg ",5,전륜구동,"수동5단,자동(CVT)"
2021 폭스바겐 니부스,1.0 가솔린,16539296.0,16539296.0,폭스바겐,수입,소형,https://imgauto-phinf.pstatic.net/20200529_2/auto_1590723902022oy6x3_PNG/20200529124500_oig9zjzi.png?type=f152_110,I3,싱글터보,999cc,가솔린,,5,전륜구동,자동6단
2021 베뉴,1.6 가솔린,16620000.0,21480000.0,현대,국산,소형,https://imgauto-phinf.pstatic.net/20200214_74/auto_15816700465390gaaD_PNG/20200214174725_DV8aVSad.png?type=f152_110,I4,자연흡기,"1,598cc",가솔린,CVT13.3~13.7km/ℓ (3등급),5,전륜구동,자동(CVT)
2020 다치아 스프링 일렉트릭,EV,16707585.18,16707585.18,다치아,수입,소형,https://imgauto-phinf.pstatic.net/20201016_191/auto_1602823714654eBrmd_PNG/20201016134829_5IdXb2KC.png?type=f152_110,,,,전기,,4,전륜구동,자동
2020 봉고3,1톤 표준캡 초장축,16750000.0,20410000.0,기아,국산,중형,https://imgauto-phinf.pstatic.net/20190906_161/auto_1567741938564bWN5s_PNG/20190906125217_XIHVXMdR.png?type=f152_110,l4,싱글터보,"2,497cc",디젤,"자동9.0km/ℓ (5등급)
수동9.9km/ℓ (4등급)",2,후륜구동,"자동5단,수동6단"
2020 미쓰비시 미라지,1.2 가솔린,16762800.0,16762800.0,미쓰비시,수입,소형,https://imgauto-phinf.pstatic.net/20191119_97/auto_1574139177158EfQ7z_PNG/20191119135249_fyucFtBt.png?type=f152_110,I3,자연흡기,"1,193cc",가솔린,,5,전륜구동,자동(CVT)
2020 티볼리,1.5 가솔린 터보,16830000.0,24100000.0,쌍용,국산,소형,https://imgauto-phinf.pstatic.net/20190520_212/auto_1558354584806V9zly_PNG/20190520211623_ZFNxjXMd.png?type=f152_110,I4,싱글터보,"1,497cc",가솔린,"자동11.4~11.8km/ℓ (3등급~4등급)
수동12.1km/ℓ (3등급)",5,전륜구동,"자동6단,수동6단"
2020 봉고3,1톤 킹캡 초장축 ,16850000.0,20580000.0,기아,국산,중형,https://imgauto-phinf.pstatic.net/20190906_280/auto_1567735684909SHiMR_PNG/20190906110803_dofirI3y.png?type=f152_110,l4,싱글터보,"2,497cc",디젤,"자동9.0km/ℓ (5등급)
수동9.9km/ℓ (4등급)",2,후륜구동,"자동5단,수동6단"
2021 포터2,2.5 디젤 일반캡,16940000.0,20880000.0,현대,국산,중형,https://imgauto-phinf.pstatic.net/20190909_6/auto_1568016485990O4jbH_PNG/20190909170805_wn4qZVFi.png?type=f152_110,l4,싱글터보,"2,497cc",디젤,"자동9.0km/ℓ (5등급)
수동9.9km/ℓ (4등급)",3,후륜구동,"자동5단,수동6단"
2021 포터2,2.5 디젤 슈퍼캡,17050000.0,21030000.0,현대,국산,중형,https://imgauto-phinf.pstatic.net/20190909_139/auto_1568016120045CGl5T_PNG/20190909170158_GVu4B08R.png?type=f152_110,l4,싱글터보,"2,497cc",디젤,"자동9.0km/ℓ (4등급~5등급)
수동9.9km/ℓ (4등급)",3,후륜구동,"자동5단,수동6단"
2018 다치아 더스터,TCe 100 4x2,17065339.5,18159570.0,다치아,수입,소형,https://imgauto-phinf.pstatic.net/20180920_295/auto_1537434911030Jivb7_PNG/20180920181505_kEiSNVyX.png?type=f152_110,I3,자연흡기,999cc,가솔린,수동51.0mpg ,5,전륜구동,수동5단
2021 토요타 C+팟,EV,17077500.0,17760600.0,토요타,수입,경형,https://imgauto-phinf.pstatic.net/20201229_46/auto_1609201499342C9b9w_PNG/20201229092353_fGkiuX5Z.png?type=f152_110,,,,전기,,2,,자동
2019 미쓰비시 ek 스페이스 커스텀,0.6 가솔린,17088885.0,17088885.0,미쓰비시,수입,경형,https://imgauto-phinf.pstatic.net/20200113_90/auto_1578887315276EGtvQ_PNG/20200113124747_ZokASOmM.png?type=f152_110,I3,자연흡기,659cc,가솔린,CVT22.0km/ℓ ,5,전륜구동,자동(CVT)
2018 스즈키 솔리오,1.2 가솔린,17124696.0,18432522.0,스즈키,수입,소형,https://imgauto-phinf.pstatic.net/20180226_280/auto_1519631992574kyjQU_PNG/20180226165941_YAWUOBHT.png?type=f152_110,l4,자연흡기,"1,242cc",가솔린,,5,"풀타임4륜구동,전륜구동",자동(CVT)
2020 미쓰비시 ek 크로스 스페이스,0.6 가솔린,17134425.0,19240650.0,미쓰비시,수입,경형,https://imgauto-phinf.pstatic.net/20200207_137/auto_1581036875672ixtKI_PNG/20200207095359_vouk1cSd.png?type=f152_110,I3,자연흡기,659cc,가솔린,CVT18.8~20.8km/ℓ (경형),4,전륜구동,자동(CVT)
2018 다이하쓰 무브 커스텀,0.6 가솔린,17134425.0,17134425.0,다이하쓰,수입,경형,https://imgauto-phinf.pstatic.net/20200227_149/auto_1582773694332GpOXz_PNG/20200227122114_WLExJhDA.png?type=f152_110,I3,자연흡기,658cc,가솔린,CVT27.4km/ℓ ,4,전륜구동,자동(CVT)
2019 쿠오로스 3 GT,1.6 가솔린,17207572.96,17207572.96,쿠오로스,수입,준중형,https://imgauto-phinf.pstatic.net/20191204_163/auto_1575443393383KNlaN_PNG/20191204160934_WdbUECy6.png?type=f152_110,I4,자연흡기,"1,598cc",가솔린,"자동6.4ℓ/100km 
수동6.6ℓ/100km ",5,전륜구동,"자동6단,수동6단"
